,Id,name,Function,Best-hit-arabi-name,arabi-symbol,arabi-defline,GO term
13778,GRMZM2G035594,,,AT1G45110.1,,Tetrapyrrole (Corrin/Porphyrin) Methylases,"GO:0008168,GO:0032259,GO:0008152"
13779,GRMZM2G028855,,,AT5G64816.2,,,
13780,GRMZM2G082640,,(M=19) PF00855 - PWWP domain,AT3G09670.1,,Tudor/PWWP/MBT superfamily protein,
13781,GRMZM2G088231,,(M=11) PTHR23316 - IMPORTIN ALPHA,AT3G06720.1,"AIMP ALPHA,AT-IMP,ATKAP ALPHA,IMPA-1,IMPA1",importin alpha isoform 1,GO:0005515
13782,GRMZM2G044442,,(M=17) K11584 - serine/threonine-protein phosphatase 2A regulatory subunit B',AT5G25510.1,,Protein phosphatase 2A regulatory B subunit family protein,"GO:0005488,GO:0008601,GO:0000159,GO:0007165"
13783,GRMZM5G802395,,,,,,
13784,GRMZM2G399284,,,AT5G20720.3,"ATCPN21,CHCPN10,CPN10,CPN20,CPN21",chaperonin 20,"GO:0005737,GO:0009535,GO:0006457,GO:0009941,GO:0009570,GO:0009579,GO:0005739,GO:0048046,GO:0046686,GO:1901671,GO:0009409,GO:0005507,GO:0005524,GO:0009507"
13785,GRMZM2G162702,,(M=11) PTHR24420//PTHR24420:SF937 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT1G56720.2,,Protein kinase superfamily protein,"GO:0016772,GO:0000166,GO:0004674,GO:0009506,GO:0046777,GO:0005524"
13786,GRMZM2G060659,,(M=11) 2.4.1.13 - Sucrose synthase.,AT1G73370.1,"ATSUS6,SUS6",sucrose synthase 6,"GO:0080165,GO:0009058,GO:0016157,GO:0005985"
13787,GRMZM2G171390,,(M=5) 1.13.12.14 - Transferred entry: 1.14.13.122.,AT1G44446.3,"ATCAO,CAO,CH1",Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain,"GO:0010277,GO:0016705,GO:0009706,GO:0015995,GO:0051537,GO:0005506,GO:0046872,GO:0042651,GO:0055114"
13788,GRMZM2G104882,,,AT1G76920.1,,F-box family protein,GO:0005515
13789,GRMZM2G111529,,(M=30) K11000 - callose synthase [EC:2.4.1.-],AT3G14570.1,"ATGSL04,atgsl4,gsl04",glucan synthase-like 4,"GO:0003843,GO:0006075,GO:0016020,GO:0000148"
13790,GRMZM2G063754,AY105479,,AT3G51610.1,,,"GO:0006979,GO:0009555,GO:0005886"
13791,GRMZM2G410916,,,AT3G18170.1,,Glycosyltransferase family 61 protein,GO:0016757
13792,GRMZM2G173777,,(M=3) K13094 - RNA-binding protein 5/10,AT3G54230.2,SUA,suppressor of abi3-5,"GO:0008270,GO:0003676,GO:0005622"
13793,AC199001.3_FG005,,(M=57) PTHR22891 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C,AT1G48410.1,AGO1,Stabilizer of iron transporter SufD / Polynucleotidyl transferase,GO:0005515
13794,GRMZM2G023020,phm3457,(M=13) PTHR11062//PTHR11062:SF24 - EXOSTOSIN (HEPARAN SULFATE GLYCOSYLTRANSFERASE)-RELATED ,AT5G61840.1,GUT1,Exostosin family protein,"GO:0016740,GO:0016020"
13795,GRMZM2G519210,,(M=1) KOG4102 - Uncharacterized conserved protein,AT2G31305.1,INH3,inhibitor-3,"GO:0009790,GO:0032515,GO:0000164"
13796,GRMZM2G101460,,(M=2) PTHR10229 - GTP-BINDING PROTEIN HFLX,AT3G49725.1,,"GTP-binding protein, HflX",GO:0005525
13797,GRMZM2G031761,,"(M=2) PTHR10098:SF31 - FLU (FLUORESCENT IN BLUE LIGHT), BINDING",AT3G14110.3,FLU,Tetratricopeptide repeat (TPR)-like superfamily protein,"GO:0009535,GO:0009941,GO:0031408,GO:0000304,GO:0016020,GO:0010380,GO:0005515,GO:0009507"
13798,GRMZM2G366392,,,AT3G25570.1,,Adenosylmethionine decarboxylase family protein,"GO:0006557,GO:0016829,GO:0004014,GO:0006597,GO:0008295"
13799,GRMZM2G451357,,,AT2G40930.1,"ATUBP5,PDE323,UBP5",ubiquitin-specific protease 5,"GO:0006511,GO:0004221"
13800,GRMZM2G156126,,,AT3G61680.1,,alpha/beta-Hydrolases superfamily protein,"GO:0004806,GO:0006629"
13801,GRMZM2G119256,,,AT1G53000.1,KDSB,Nucleotide-diphospho-sugar transferases superfamily protein,"GO:0005737,GO:0016779,GO:0009555,GO:0008690,GO:0009860,GO:0031307,GO:0005739,GO:0016740,GO:0009103"
13802,GRMZM2G129453,,,AT2G46210.1,,Fatty acid/sphingolipid desaturase,"GO:0006633,GO:0006629,GO:0020037,GO:0052631,GO:0016717,GO:0055114"
13803,GRMZM2G127591,,(M=23) PF00892//PF03151 - EamA-like transporter family // Triose-phosphate Transporter family,AT1G77610.1,,EamA-like transporter family protein,"GO:0005794,GO:0016020,GO:0015780,GO:0016021"
13804,GRMZM2G304915,,,AT5G41480.1,"ATDFA,DFA,EMB9,GLA1",Folylpolyglutamate synthetase family protein,"GO:0046901,GO:0006761,GO:0008841,GO:0004326,GO:0009058,GO:0009793,GO:0016874,GO:0005524"
13805,GRMZM2G467069,hex9,(M=10) PTHR19443 - HEXOKINASE,AT1G50460.1,"ATHKL1,HKL1",hexokinase-like 1,"GO:0009536,GO:0005975,GO:0016773,GO:0016310,GO:0016301,GO:0080147,GO:0031307,GO:0000166,GO:0016740,GO:0009409,GO:0009651,GO:0006096,GO:0005524"
13806,GRMZM2G077991,,,AT3G16080.1,,Zinc-binding ribosomal protein family protein,"GO:0046872,GO:0022625,GO:0006334,GO:0003677,GO:0019843,GO:0003735,GO:0000786,GO:0005622,GO:0006412"
13807,GRMZM2G095308,,,AT1G18190.1,GC2,golgin candidate 2,
13808,GRMZM2G164085,,(M=1) PTHR22841:SF4 - GB DEF: MKIAA1988 PROTEIN (FRAGMENT),AT4G07410.1,,Transducin family protein / WD-40 repeat family protein,"GO:0010073,GO:0010311,GO:0010449,GO:0009790,GO:0048569,GO:2000012,GO:0005634,GO:0048366,GO:0005515,GO:0010305"
13809,GRMZM5G869971,,,AT5G10530.1,,Concanavalin A-like lectin protein kinase family protein,"GO:0006468,GO:0030246,GO:0000166,GO:0004674,GO:0005524"
13810,GRMZM2G048200,,,AT1G09390.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,"GO:0006629,GO:0016788"
13811,GRMZM2G094241,lg4,(M=2) PTHR11850//PTHR11850:SF45 - HOMEOBOX PROTEIN TRANSCRIPTION FACTORS ,AT1G23380.1,"KNAT6,KNAT6L,KNAT6S",KNOTTED1-like homeobox gene 6,"GO:0043565,GO:0009736,GO:0003700,GO:0005634,GO:0010094,GO:0009723,GO:0006355"
13812,GRMZM2G019807,,,AT1G34000.1,OHP2,one-helix protein 2,"GO:0009535,GO:0009642,GO:0009507"
13813,GRMZM2G123428,,,AT3G06780.1,,glycine-rich protein,
13814,GRMZM2G384293,emb14,(M=2) 1.14.13.39 - Nitric-oxide synthase (NADPH dependent).,AT3G47450.2,"ATNOA1,ATNOS1,NOA1,NOS1,RIF1",P-loop containing nucleoside triphosphate hydrolases superfamily protein,"GO:0009657,GO:0010322,GO:0051246,GO:0003924,GO:0005739,GO:0006809,GO:0048366,GO:0010193,GO:0009651,GO:0006184,GO:0010027,GO:0009507,GO:0006979,GO:0005525"
13815,GRMZM2G349983,,,,,,
13816,GRMZM2G407347,,,AT5G18400.1,,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis","GO:0005737,GO:0008168,GO:0006915,GO:0032259,GO:0008152"
13817,GRMZM2G439457,,(M=1) PTHR20902 - 41-2 PROTEIN ANTIGEN-RELATED,AT5G58030.1,,Transport protein particle (TRAPP) component,
13818,GRMZM2G143258,,(M=2) PF00975 - Thioesterase domain,AT5G21950.1,,alpha/beta-Hydrolases superfamily protein,GO:0016787
13819,GRMZM2G100090,,(M=4) PTHR23315:SF40 - OS06G0238000 PROTEIN,AT5G62560.1,,RING/U-box superfamily protein with ARM repeat domain,"GO:0004842,GO:0000151,GO:0016567,GO:0005515,GO:0016874"
13820,GRMZM2G011070,,(M=5) PF00564//PF07714 - PB1 domain // Protein tyrosine kinase,AT1G79570.1,,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,"GO:0006468,GO:0005829,GO:0004674,GO:0005515,GO:0005524"
13821,GRMZM2G017254,,,AT2G26280.1,CID7,CTC-interacting domain 7,
13822,GRMZM2G005652,,(M=1) KOG1091 - Ypt/Rab-specific GTPase-activating protein GYP6,AT4G29950.1,,Ypt/Rab-GAP domain of gyp1p superfamily protein,"GO:0032313,GO:0005097,GO:0005622"
13823,GRMZM2G003861,,(M=6) KOG1271 - Methyltransferases,AT1G66680.1,AR401,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,"GO:0005634,GO:0005829"
13824,GRMZM2G431314,,(M=23) PF00892//PF03151 - EamA-like transporter family // Triose-phosphate Transporter family,AT1G61800.1,"ATGPT2,GPT2",glucose-6-phosphate/phosphate translocator 2,"GO:0015760,GO:0035436,GO:0009790,GO:0010109,GO:0005774,GO:0009553,GO:0016021,GO:0015120,GO:0080167,GO:0015714,GO:0005215,GO:0006810,GO:0005315,GO:0015713,GO:0034389,GO:0005886,GO:0009643,GO:0007033,GO:0009744,GO:0010152,GO:0009624,GO:0009749,GO:0015152,GO:0071917"
13825,GRMZM2G104133,,(M=10) PF07889 - Protein of unknown function (DUF1664),AT1G27000.1,,Protein of unknown function (DUF1664),
13826,GRMZM2G153068,,(M=18) KOG0712 - Molecular chaperone (DnaJ superfamily),AT5G48030.1,GFA2,gametophytic factor 2,"GO:0009553,GO:0006457,GO:0000740,GO:0031072,GO:0009558,GO:0005739,GO:0010197,GO:0051082,GO:0051085,GO:0009408,GO:0046872,GO:0010198,GO:0005524"
13827,GRMZM2G161658,,(M=13) PTHR10992:SF279 - EPOXIDE HYDROLASE-RELATED,AT4G02340.1,,alpha/beta-Hydrolases superfamily protein,"GO:0008152,GO:0016787"
13828,GRMZM2G141584,,(M=7) PTHR10161 - TARTRATE-RESISTANT ACID PHOSPHATASE TYPE 5,AT1G25230.1,,Calcineurin-like metallo-phosphoesterase superfamily protein,"GO:0016787,GO:0042542,GO:0005773,GO:0016311,GO:0030643,GO:0003993"
13829,GRMZM2G181073,,,AT4G37210.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,
13830,GRMZM2G000581,,(M=13) PTHR11062//PTHR11062:SF24 - EXOSTOSIN (HEPARAN SULFATE GLYCOSYLTRANSFERASE)-RELATED ,AT1G27440.1,"ATGUT1,GUT2,IRX10",Exostosin family protein,"GO:0005794,GO:0009834,GO:0080116,GO:0016020,GO:0016740,GO:0010417"
13831,GRMZM2G024806,,,AT5G46170.1,,F-box family protein,GO:0005515
13832,GRMZM2G137211,,,AT2G42320.2,,nucleolar protein gar2-related,
13833,AC192451.3_FG001,,(M=14) PTHR10994:SF27 - RETICULON-RELATED (PLANT),AT4G11220.1,"BTI2,RTNLB2",VIRB2-interacting protein 2,"GO:0005794,GO:0005783,GO:0005773,GO:0080167,GO:0005886,GO:0071458,GO:0071786,GO:0009506,GO:0071782"
13834,GRMZM2G074604,pal1,(M=13) 4.3.1.24 - Phenylalanine ammonia-lyase.,AT2G37040.1,"ATPAL1,PAL1",PHE ammonia lyase 1,"GO:0005737,GO:0006559,GO:0016829,GO:0009800,GO:0009058,GO:0045548,GO:0009698"
13835,GRMZM2G058690,,,AT3G16490.1,IQD26,IQ-domain 26,GO:0005515
13836,GRMZM2G177386,,,AT1G72770.1,HAB1,homology to ABI1,"GO:0010205,GO:0016787,GO:0009737,GO:0009414,GO:0006470,GO:0005634,GO:0010119,GO:0004722,GO:0019901,GO:0006970,GO:0008152,GO:0009409,GO:0009408,GO:0009788,GO:0046872"
13837,GRMZM2G092101,,,AT1G26930.1,,Galactose oxidase/kelch repeat superfamily protein,GO:0005515
13838,GRMZM2G152552,,(M=4) K02915 - large subunit ribosomal protein L34e,AT1G26880.1,,Ribosomal protein L34e superfamily protein,"GO:0005730,GO:0005622,GO:0003735,GO:0005886,GO:0022625,GO:0006412,GO:0009507"
13839,GRMZM2G114816,,,,,,
13840,GRMZM6G522911,,(M=1) PF05839 - Apc13p protein,AT1G73177.1,BNS,bonsai,"GO:0048827,GO:0010229"
13841,GRMZM2G059214,,,AT1G34420.1,,leucine-rich repeat transmembrane protein kinase family protein,"GO:0006468,GO:0004672,GO:0005515,GO:0005524"
13842,GRMZM5G832378,,,AT4G18230.1,,,GO:0016740
13843,GRMZM2G008859,,(M=3) PF12263 - Protein of unknown function (DUF3611),AT2G15290.1,"ATTIC21,CIA5,PIC1,TIC21",translocon at inner membrane of chloroplasts 21,"GO:0009941,GO:0006875,GO:0015088,GO:0009706,GO:0005381,GO:0045037,GO:0042803,GO:0034755,GO:0009507"
13844,GRMZM2G061206,,(M=2) PTHR11206:SF1 - MULTIDRUG RESISTANCE PUMP,,,,
13845,GRMZM2G152485,,,AT1G14270.1,,CAAX amino terminal protease family protein,GO:0016020
13846,GRMZM2G040634,pza00111,,AT3G59490.2,,,
13847,GRMZM2G003157,,,AT5G08650.1,,Small GTP-binding protein,"GO:0043022,GO:0003924,GO:0000166,GO:0045727,GO:0005759,GO:0006184,GO:0003746,GO:0006414,GO:0005525"
13848,GRMZM2G148411,,(M=1) PTHR23354//PTHR23354:SF41 - NUCLEOLAR PROTEIN 7/ESTROGEN RECEPTOR COACTIVATOR-RELATED ,AT5G06260.1,,TLD-domain containing nucleolar protein,GO:0005509
13849,GRMZM2G068024,,,AT1G17980.1,PAPS1,poly(A) polymerase 1,"GO:0016779,GO:0005634,GO:0004652,GO:0003723,GO:0043631"
13850,GRMZM2G000650,,(M=2) K13115 - coiled-coil domain-containing protein 130,AT1G25682.1,,Family of unknown function (DUF572) ,
13851,GRMZM2G010871,hsftf24,,AT3G22830.1,"AT-HSFA6B,HSFA6B",heat shock transcription factor  A6B,"GO:0043565,GO:0003700,GO:0005634,GO:0006355,GO:0006950"
13852,GRMZM2G047894,,,AT3G51830.1,"ATG5,SAC8",SAC domain-containing protein 8,GO:0042578
13853,GRMZM2G504401,,,AT2G35820.1,,ureidoglycolate hydrolases,"GO:0005829,GO:0004848"
13854,GRMZM2G014091,,(M=1) K11097 - small nuclear ribonucleoprotein E,AT2G18740.1,,Small nuclear ribonucleoprotein family protein,"GO:0005681,GO:0005829,GO:0003676,GO:0000398"
13855,GRMZM2G163751,,(M=8) PTHR23315:SF34 - ARMADILLO/BETA-CATENIN REPEAT FAMILY PROTEIN,AT4G34940.1,ARO1,armadillo repeat only 1,"GO:0005737,GO:0005634,GO:0009860,GO:0030036,GO:0005515,GO:0005886,GO:0090404"
13856,GRMZM2G117582,cal1,,AT2G27030.3,"ACAM-2,CAM5",calmodulin 5,"GO:0005737,GO:0010099,GO:0019722,GO:0005773,GO:0005634,GO:0009846,GO:0009612,GO:0005509,GO:0005886"
13857,GRMZM2G145041,mybr96,,AT5G37260.1,"CIR1,RVE2",Homeodomain-like superfamily protein,"GO:0003682,GO:0003677"
13858,GRMZM5G861064,,(M=2) PTHR22792:SF24 - OS03G0859300 PROTEIN,AT4G35890.1,,winged-helix DNA-binding transcription factor family protein,
13859,AC177936.6_FG008,,(M=11) K10609 - cullin 4,AT5G46210.1,"ATCUL4,CUL4",cullin4,"GO:0031625,GO:0031461,GO:0006511"
13860,GRMZM2G471529,hk2,(M=7) 2.7.13.3 - Histidine kinase.,AT1G27320.1,"AHK3,HK3",histidine kinase 3,"GO:0009414,GO:0016310,GO:0010029,GO:0042742,GO:0009651,GO:0035556,GO:0023014,GO:0000160,GO:0010271,GO:0005034,GO:0005524,GO:0016301,GO:0005886,GO:0009409,GO:0010150,GO:0000155,GO:0000156,GO:0006355,GO:0048831,GO:0007165"
13861,GRMZM2G101571,,,AT3G58170.1,"ATBET11,ATBS14A,BET11,BS14A",BET1P/SFT1P-like protein 14A,"GO:0005484,GO:0005634,GO:0005886"
13862,GRMZM2G001889,,,,,,
13863,GRMZM2G048522,,(M=67) PF00501 - AMP-binding enzyme,AT3G21240.1,"4CL2,AT4CL2",4-coumarate:CoA ligase 2,"GO:0003824,GO:0008152"
13864,GRMZM2G090034,,(M=6) KOG0394 - Ras-related GTPase,AT4G09720.1,"ATRABG3A,RABG3A",RAB GTPase homolog G3A,"GO:0010089,GO:0005773,GO:0010623,GO:0000166,GO:0048102,GO:0010508,GO:0015031,GO:0007264,GO:0005525"
13865,GRMZM2G133016,,,AT1G07540.1,TRFL2,TRF-like 2,"GO:0003682,GO:0005515,GO:0003677"
13866,GRMZM2G153722,GRMZM2G153722,,AT3G14270.1,FAB1B,phosphatidylinositol-4-phosphate 5-kinase family protein,"GO:0044267,GO:0009555,GO:0007033,GO:0016310,GO:0016301,GO:0010256,GO:0016307,GO:0005739,GO:0090332,GO:0046488,GO:0046854,GO:0046872,GO:0005524"
13867,GRMZM2G017961,,(M=3) 3.4.21.53 - Endopeptidase La.,AT5G47040.1,LON2,lon protease 2,"GO:0004176,GO:0004252,GO:0006515,GO:0005524,GO:0006508"
13868,GRMZM2G441722,,"(M=17) KOG0055 - Multidrug/pheromone exporter, ABC superfamily",AT1G02520.1,PGP11,P-glycoprotein 11,"GO:0042626,GO:0016021,GO:0006200,GO:0000166,GO:0016887,GO:0055085,GO:0005524"
13869,GRMZM2G165044,,,AT2G15530.2,,RING/U-box superfamily protein,"GO:0008270,GO:0005515"
13870,GRMZM2G179976,,(M=2) K02941 - large subunit ribosomal protein LP0,AT2G40010.1,,Ribosomal protein L10 family protein,"GO:0048046,GO:0006414,GO:0022626,GO:0046686,GO:0005730,GO:0005634,GO:0042254,GO:0005622,GO:0003735,GO:0010043,GO:0005886,GO:0009409,GO:0009651,GO:0005507,GO:0005829,GO:0009506,GO:0009507"
13871,GRMZM2G102891,arpp2a-2,(M=14) PTHR21141 - 60S ACIDIC RIBOSOMAL PROTEIN FAMILY MEMBER,AT3G44590.2,,60S acidic ribosomal protein family,"GO:0003735,GO:0006414,GO:0005840,GO:0005622"
13872,GRMZM2G116902,,(M=128) 1.11.1.7 - Peroxidase.,AT5G19890.1,,Peroxidase superfamily protein,"GO:0005737,GO:0020037,GO:0005634,GO:0006979,GO:0046872,GO:0004601,GO:0055114,GO:0016491"
13873,GRMZM2G008665,,,AT4G33925.1,,,"GO:0044212,GO:0005634,GO:0000724,GO:0008270,GO:0042742"
13874,GRMZM2G080851,,(M=4) PTHR24420//PTHR24420:SF476 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT1G79620.1,,Leucine-rich repeat protein kinase family protein,"GO:0006468,GO:0004674,GO:0005515,GO:0005524"
13875,GRMZM2G070061,,(M=2) K09550 - prefoldin subunit 4,AT1G08780.1,"AIP3,PFD4",ABI3-interacting protein 3,"GO:0016272,GO:0006457,GO:0051082"
13876,GRMZM2G024437,,(M=2) KOG0509 - Ankyrin repeat and DHHC-type Zn-finger domain containing proteins,AT5G20350.1,TIP1,Ankyrin repeat family protein with DHHC zinc finger domain,"GO:0046872,GO:0008270,GO:0005515"
13877,GRMZM2G025214,,,AT2G39990.1,"AteIF3f,EIF2,eIF3F",eukaryotic translation initiation factor 2,"GO:0005737,GO:0016567,GO:0004842,GO:0005634,GO:0016020,GO:0000151,GO:0009790,GO:0005515,GO:0009846,GO:0006413,GO:0005829,GO:0003743"
13878,GRMZM2G055217,,(M=2) PTHR17490 - SUA5,AT5G60590.2,,DHBP synthase RibB-like alpha/beta domain,GO:0003725
13879,GRMZM2G096165,,(M=1) K02919 - large subunit ribosomal protein L36,AT5G20180.2,,Ribosomal protein L36,"GO:0003735,GO:0006412,GO:0005840,GO:0005622"
13880,GRMZM2G144739,,,AT4G02350.1,SEC15B,exocyst complex component sec15B,"GO:0000145,GO:0006904,GO:0005829,GO:0009860,GO:0005886,GO:0009846"
13881,GRMZM2G476555,,(M=3) K03236 - translation initiation factor 1A,AT2G04520.1,,"Nucleic acid-binding, OB-fold-like protein","GO:0005829,GO:0006413,GO:0003723,GO:0003743"
13882,GRMZM2G094959,,(M=1) PTHR19842 - G BETA-LIKE PROTEIN GBL,AT3G18140.1,,Transducin/WD40 repeat-like superfamily protein,"GO:0048571,GO:0016020,GO:1900088,GO:0005515,GO:0005768,GO:1900091"
13883,GRMZM2G306771,,(M=4) PTHR24420//PTHR24420:SF744 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT5G07280.1,"EMS1,EXS",Leucine-rich repeat transmembrane protein kinase,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524"
13884,GRMZM2G150242,,(M=24) PF05701 - Weak chloroplast movement under blue light,AT2G26570.1,,Plant protein of unknown function (DUF827),
13885,GRMZM2G125339,,,AT1G12380.1,,,GO:0003676
13886,GRMZM2G018447,uce1,(M=4) K10688 - ubiquitin-conjugating enzyme E2 W,AT1G45050.1,"ATUBC2-1,UBC15",Ubiquitin-conjugating enzyme family protein,"GO:0016881,GO:0009965,GO:0009739,GO:0009910"
13887,GRMZM2G086202,,,,,,
13888,GRMZM2G323261,,(M=3) KOG4374 - RNA-binding protein Bicaudal-C,AT3G48800.1,,Sterile alpha motif (SAM) domain-containing protein,GO:0005515
13889,GRMZM2G057698,,,AT4G29960.1,,,GO:0005886
13890,GRMZM2G142379,,,AT4G32750.1,,,
13891,GRMZM2G056766,,"(M=4) KOG0103 - Molecular chaperones HSP105/HSP110/SSE1, HSP70 superfamily",AT1G11660.1,,heat shock protein 70 (Hsp 70) family protein,
13892,GRMZM2G454594,,,AT4G32700.2,TEB,helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding,"GO:0005524,GO:0003676,GO:0004386"
13893,GRMZM2G024976,arid6,(M=2) PTHR13711//PTHR13711:SF39 - SWI/SNF-RELATED CHROMATIN BINDING PROTEIN // SUBFAMILY NOT NAMED,AT1G04880.1,,HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain,"GO:0005622,GO:0003677"
13894,GRMZM2G063394,,(M=16) PF00514//PF04564 - Armadillo/beta-catenin-like repeat // U-box domain,AT1G76390.1,,ARM repeat superfamily protein,"GO:0016567,GO:0004842,GO:0000151,GO:0005515"
13895,AC204530.4_FG002,,(M=1) PF08637 - ATP synthase regulation protein NCA2,AT5G12290.1,DGS1,dgd1 suppressor 1,"GO:0043234,GO:0005741,GO:0019375,GO:0005739,GO:0050665"
13896,GRMZM2G087692,,,AT1G22800.1,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,"GO:0008168,GO:0032259,GO:0008152"
13897,GRMZM2G150867,,,AT1G63800.1,UBC5,ubiquitin-conjugating enzyme 5,"GO:0016881,GO:0016874"
13898,GRMZM2G030805,,(M=4) K10597 - ubiquitin conjugation factor E4 B,AT5G15400.1,,U-box domain-containing protein,"GO:0034450,GO:0005829,GO:0000151,GO:0016567,GO:0006511"
13899,GRMZM2G004131,,"(M=4) K13789 - geranylgeranyl diphosphate synthase, type II",AT4G38460.1,GGR,geranylgeranyl reductase,"GO:0008299,GO:0016740"
13900,GRMZM2G077183,,"(M=3) PTHR11260:SF8 - GLUTATHIONE-S-TRANSFERASE THETA, GST",AT5G41210.1,"ATGSTT1,GST10,GSTT1",glutathione S-transferase THETA 1,"GO:0016740,GO:0005777,GO:0005515"
13901,GRMZM2G052471,,,AT3G04780.1,,Protein of unknown function (DUF1000),"GO:0006662,GO:0015035,GO:0045454,GO:0009055"
13902,GRMZM2G171139,,(M=100) KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies,AT2G27690.1,CYP94C1,"cytochrome P450, family 94, subfamily C, polypeptide 1","GO:0004497,GO:0046872,GO:0043231,GO:0020037,GO:0016705,GO:0009611,GO:0018685,GO:0009055,GO:0055114"
13903,GRMZM5G832229,,(M=3) PF06596 - Photosystem II reaction centre X protein (PsbX),AT2G06520.1,PSBX,photosystem II subunit X,"GO:0016020,GO:0009523,GO:0015979"
13904,GRMZM2G083374,farl4,,AT2G25660.1,emb2410,embryo defective 2410,
13905,GRMZM2G359397,,,AT5G55120.1,VTC5,galactose-1-phosphate guanylyltransferase (GDP)s;GDP-D-glucose phosphorylases;quercetin 4\'-O-glucosyltransferases,
13906,GRMZM2G461804,,,AT2G17140.1,,Pentatricopeptide repeat (PPR) superfamily protein,
13907,GRMZM2G083253,,,,,,"GO:0009644,GO:0005730,GO:0005618,GO:0000166,GO:0005829,GO:0016020,GO:0005622,GO:0003735,GO:0006979,GO:0009409,GO:0006412,GO:0009506,GO:0022625"
13908,GRMZM6G949474,,(M=21) PTHR10900:SF23 - FLA (FASCICLIN-LIKE ARABINOGALACTAN PROTEIN),AT4G12730.1,FLA2,FASCICLIN-like arabinogalactan 2,
13909,GRMZM2G011491,,(M=574) PF01535 - PPR repeat,AT4G35850.1,,Pentatricopeptide repeat (PPR) superfamily protein,GO:0005739
13910,GRMZM2G470048,,"(M=1) PF03941 - Inner centromere protein, ARK binding region",AT5G55820.1,,,"GO:0009553,GO:0048316"
13911,GRMZM2G044552,,(M=1) PTHR15840 - CGI-121 FAMILY MEMBER,AT4G34412.1,,,"GO:0005634,GO:0005829"
13912,GRMZM2G164862,,,AT4G18400.1,,,
13913,GRMZM2G038606,,,AT5G27720.1,emb1644,Small nuclear ribonucleoprotein family protein,
13914,GRMZM2G132944,,,AT5G64680.1,,,"GO:0016592,GO:0005730"
13915,GRMZM2G162082,,(M=1) PTHR24015:SF117 - PENTATRICOPEPTIDE (PPR) REPEAT-CONTAINING PROTEIN,AT1G73710.1,,Pentatricopeptide repeat (PPR) superfamily protein,
13916,GRMZM2G449165,voz5,,AT1G28520.2,"ATVOZ1,VOZ1",vascular plant one zinc finger protein,
13917,GRMZM2G123987,,,AT5G60620.1,GPAT9,glycerol-3-phosphate acyltransferase 9,"GO:0005783,GO:0016746,GO:0008152,GO:0005886"
13918,GRMZM2G040692,,(M=4) PTHR15137 - TRANSCRIPTION INITIATION FACTOR TFIID,AT1G73960.1,TAF2,TBP-associated factor 2,
13919,GRMZM2G008058,,,AT2G30880.1,,Pleckstrin homology (PH) domain-containing protein,"GO:0005543,GO:0009505,GO:0005515"
13920,GRMZM2G459811,AY109128,,AT5G59610.1,,Chaperone DnaJ-domain superfamily protein,"GO:0005737,GO:0030544,GO:0005488,GO:0009651,GO:0009408"
13921,GRMZM2G066024,ald2,"(M=7) K01623 - fructose-bisphosphate aldolase, class I",AT2G36460.1,,Aldolase superfamily protein,"GO:0016829,GO:0080167,GO:0005730,GO:0005618,GO:0005829,GO:0005739,GO:0005774,GO:0048046,GO:0005740,GO:0004332,GO:0005886,GO:0046686,GO:0009651,GO:0005507,GO:0006096,GO:0009506,GO:0009507"
13922,GRMZM2G340251,hsp70-4,,AT3G12580.1,"ATHSP70,HSP70",heat shock protein 70,"GO:0005794,GO:0022626,GO:0080167,GO:0005773,GO:0009615,GO:0005829,GO:0000166,GO:0048046,GO:0005618,GO:0009506,GO:0002020,GO:0005886,GO:0046686,GO:0009408,GO:0005774,GO:0005524,GO:0009507"
13923,GRMZM2G047855,cka2,(M=6) K03097 - casein kinase II subunit alpha,AT5G67380.1,"ATCKA1,CKA1",casein kinase alpha 1,"GO:0006468,GO:0000166,GO:0004674,GO:0005886,GO:0005524"
13924,GRMZM2G049422,,(M=7) PTHR19282//PTHR19282:SF69 - TETRASPANIN // SUBFAMILY NOT NAMED,AT1G32400.2,TOM2A,tobamovirus multiplication 2A,"GO:0005773,GO:0046786,GO:0016021"
13925,GRMZM5G895933,,,AT4G19040.2,EDR2,ENHANCED DISEASE RESISTANCE 2,"GO:0005543,GO:0005886"
